name,brand,code,price,quantity,main_img,images,description,category,status,url,options
Ноутбук ASUS K513EQ-BQ031 (90NB0SK2-M00340),ASUS,U0487146,23999.00,10,https://www.itbox.ua/imgproxy/65LgcTnrixylPw0cTcmCMgJ9xwPCwhZg4ucNa0urf2g/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzViaWcuanBn.jpg,"['https://www.itbox.ua/imgproxy/65LgcTnrixylPw0cTcmCMgJ9xwPCwhZg4ucNa0urf2g/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzViaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/6cK80tZQi_18SnuaeMmSE3yMjMH7_e7iFA1aUYXA5l8/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzNiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/Qh9IF6nxGVgCM5UfYD5ywXg07KwtnGI5dpYhUntsr90/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzdiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/l9yYxjHStoVggEsmGzj1eBrHGPGIbRVXUU4dGsYat9o/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzRiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/HQch4MX2cvPkS5kd4RhAceYs20hxWNkQT9NHVNTyiYo/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzJiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/WSHMTDVDQMmMCmqeXnNrJ6a2ZgdrNc54xmSgZnqlZeY/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzhiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/0TSTCNXlFKFk_qJ7IUYcuMA02g6VhSP52sZ7yH9K5RE/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2X2JpZy5qcGc.jpg', 'https://www.itbox.ua/imgproxy/_CYn89abij3-uyeNTqYxPz7Ri4_7Ih1GnzBM7TUIqr0/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDg3MTQ2XzZiaWcuanBn.jpg']"," <p>Ноутбуки Asus часто ассоциируются с изысканными и стильными устройствами. Можно с уверенностью сказать, что дизайнеры бренда работают не менее усердно за инженеров, каждый раз предлагая решения, которые удовлетворяют требовательных к эстетике техники пользователей. </p><p>VivoBook K513EQ - продолжение фантазии профессионалов бренда Asus, в котором объединились достояние компании, опыт и высокие требования к продукту. </p><p>Ноутбук оснащен экраном с тонкими рамками, со стандартным размером панели 15"" дюймов. Это идеальное решение для сохранения портативных габаритов, а также удобной работы с таблицами, документами и контентом. </p><p>В начинке ноутбук предлагает надежные компоненты для задач разного уровня. Процессор представлен чипом Intel Core i5-1135G7, а запасов памяти предусмотрели столько, чтобы у пользователя была возможность работать быстро и максимально эффективно, привлекая все ресурсы техники. Хранилище данных, например, представлено SSD-накопителем. Это рациональный выбор не только с точки зрения производительности, но и эргономичности - твердотельный накопитель устойчив к перевозкам и вибрациям, а потому отлично подчеркивает общую концепцию легкого и готового к работе на ходу устройства. </p><p>Клавиш Enter выделена визуально - это дополняет цветовое оформление корпуса и позволяет быстро найти необходимую для печати клавишу. Ноутбук вынослив, способен выдержать нагруженный график и активную работу пользователя. </p><p>Для сохранения уровня эффективности устройство оснащено мощной системой охлаждения, которая не дает другим компонентам системы перегреваться. </p><p>VivoBook K513EQ - легкое решение даже сложных задач. </p> ",Ноутбуки,1,https://www.itbox.ua/ru/product/Noutbuk_ASUS_K513EQ-BQ031_90NB0SK2-M00340-p631900/,"[{'name': ' Серия (модельный ряд) ', 'parameter': ' Asus VivoBook '}, {'name': ' Тип ноутбука ', 'parameter': ' Для работы и учебы '}, {'name': ' Диагональ дисплея ', 'parameter': ' 15.6"" '}, {'name': ' Разрешение ', 'parameter': ' 1920х1080 (FullHD) '}, {'name': ' Поверхность экрана ', 'parameter': ' антибликовое покрытие '}, {'name': ' Тип матрицы ', 'parameter': ' IPS '}, {'name': ' Поколение процессора Intel ', 'parameter': ' 11-th generation '}, {'name': ' Процессор ', 'parameter': ' Intel Core i5 1135G7 (3.1 - 4.2 ГГц) '}, {'name': ' Количество ядер процессора ', 'parameter': ' 4 '}, {'name': ' Тип оперативной памяти ', 'parameter': ' DDR4 '}, {'name': ' Объем оперативной памяти ', 'parameter': ' 8 ГБ '}, {'name': ' Типы внутренних накопителей ', 'parameter': ' SSD '}, {'name': ' Объем SSD ', 'parameter': ' 512 ГБ '}, {'name': ' Оптический привод ', 'parameter': ' No ODD '}, {'name': ' Кардридер ', 'parameter': ' Card-reader '}, {'name': ' Видеокарта ', 'parameter': ' NVIDIA GeForce MX350 '}, {'name': ' Объем встроенной видеопамяти ', 'parameter': ' 2 ГБ '}, {'name': ' Веб-камера ', 'parameter': ' WEB-Camera '}, {'name': ' Дополнительные возможности ', 'parameter': ' встроенный микрофон, стереодинамики '}, {'name': ' Беспроводные технологии ', 'parameter': ' Wi-Fi,  Bluetooth '}, {'name': ' Интерфейсы и подключения ', 'parameter': ' HDMI,  2 x USB 2.0,  1 х USB 3.2,  USB 3.2 Type-C,  Выход для наушников '}, {'name': ' Операционная система ', 'parameter': ' без операционной системы '}, {'name': ' Емкость батареи ', 'parameter': ' 3 cell '}, {'name': ' Особенности ', 'parameter': ' подсветка клавиатуры '}, {'name': ' Ширина ', 'parameter': ' 359 мм '}, {'name': ' Высота ', 'parameter': ' 17.9 мм '}, {'name': ' Глубина ', 'parameter': ' 235 мм '}, {'name': ' Вес ', 'parameter': ' 1.8 кг '}, {'name': ' Цвет ', 'parameter': ' серебристый '}, {'name': ' Штрихкод ', 'parameter': ' 4718017919081 '}, {'name': 'Примечание', 'parameter': 'Производитель может менять свойства, характеристики, внешний вид и комплектацию товаров без предварительного уведомления'}]"
Ноутбук ASUS X509UB-BQ084 (90NB0ND2-M01650),ASUS,U0487099,15555.00,10,https://www.itbox.ua/imgproxy/xLCKAni2foX6NJj2gzeGaw25rDlPc6uzA7xhqYr5HMQ/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5X2JpZy5qcGc.jpg,"['https://www.itbox.ua/imgproxy/xLCKAni2foX6NJj2gzeGaw25rDlPc6uzA7xhqYr5HMQ/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5X2JpZy5qcGc.jpg', 'https://www.itbox.ua/imgproxy/hkdyV97GMgZVFinw6-IBFsjTQSCIAnPm6hx28OZin-E/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5XzZiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/l9F3VrYQDTD2VELKI14d_nPiJiekGYB2Y2DTyYWWlnY/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5XzNiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/7EBU1DxNZggiF7dpe_I6Fnv_-3qalOM_LQV3Dg1kPPg/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5XzJiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/v_YLj8UkUFBGLMhSenQI6j7rAIBkfOffkMMK5P8CYtU/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5XzViaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/Gjkp5CIVSS-xdWA5tjszw9Jh2ZsWg2Bq4C0M-q2oAJc/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5XzdiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/pOpqRigvuwO5jptxqNUyl9R0I0AzSOmTMvPbankAksE/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5XzhiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/C0Y21rIFRiEoJOwQW4Z0XrDcVMVApCrNptQfufySOAk/fit/0/0/sm/0/aHR0cHM6Ly9pbWc5Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy85L1UwNDg3MDk5XzRiaWcuanBn.jpg']"," <p>Универсальный компактный 15-дюймовый ноутбук</p><p>Asus Laptop X509 – это универсальный ноутбук начального уровня, объединяющий в себе стильный дизайн и современные технологии. Он предлагает пользователю всю мощь процессора Intel Core i3-7020U в сочетании с видеокартой nVidia GeForce MX110 и оперативной памятью DDR4 объемом до 8 Гб. Ноутбук оснащен тонкорамочным дисплеем NanoEdge с антибликовым покрытием и широкими (178°) углами обзора.</p><p>Скорость и энергоэффективность</p><p>Ноутбук оснащается процессором Intel Core и видеокартой nVidia GeForce MX110, что позволяет ему с успехом справляться с самыми разными задачами.</p><p>Дисплей NanoEdge</p><p>Благодаря исчезающе тонкой экранной рамке дисплей NanoEdge выдает завораживающее изображение. Используемая в нем ЖК-матрица формата Full-HD обладает антибликовым покрытием и широкими углами обзора: цвета остаются насыщенными и контрастными даже при взгляде со стороны.</p><p>Для мобильного стиля жизни</p><p>Ноутбук выполнен в компактном корпусе весом не более 1,9 кг, что делает данную модель идеальным выбором для мобильных пользователей. Устройство отличается стильным дизайном.</p><p>Кристально чистый звук</p><p>Благодаря эксклюзивной аудиотехнологии SonicMaster встроенная аудиосистема Asus Laptop 15 X509 может похвастать мощным басом, широким динамическим диапазоном и низким уровнем шумов. Помимо аппаратных достоинств (высококачественные кодек и усилитель, большие динамики и резонаторы), она обладает программными: ее звучание можно гибко настроить в зависимости от предпочтений пользователя и окружающей обстановки. Таким образом, Asus Laptop X509 – это полноценный мультимедийный центр, который позволит насладиться качественным звуком в любых приложениях.</p><p>Продуманная эргономика</p><p>Полноразмерная клавиатура ноутбука отличается продуманной эргономикой, прочной конструкцией и оптимальной глубиной хода клавиш – 1,4 мм. Кроме того, она может быть наделена подсветкой для комфортной работы в темноте.<sup>1</sup></p><p>Подключение любой периферии</p><p>Для быстрого обмена данными с периферийными устройствами Asus X509 предлагает высокоскоростной интерфейс USB 3.1, выполненный в виде удобного обратимого разъема Type-C. Его пропускная способность в 10 раз превышает возможности USB 2.0.<sup>2</sup> Также имеются разъем USB 3.1 Gen1 Type-A, порты USB 2.0 и видеовыход HDMI, который служит для подключения внешних мониторов или проекторов. Кроме того, у данного ноутбука есть слот для карт памяти формата microSD.</p><p>Ускоренная подзарядка и увеличенный срок службы</p><p>Аккумулятор, которым оснащается ноутбук, служит в 3 раза дольше. Кроме того, он поддерживает технологию ускоренной подзарядки, которая увеличивает заряд с нуля до 60% всего за 49 минут.</p> ",Ноутбуки,1,https://www.itbox.ua/ru/product/Noutbuk_ASUS_X509UB-BQ084_90NB0ND2-M01650-p631893/,"[{'name': ' Серия (модельный ряд) ', 'parameter': ' ASUS Laptop '}, {'name': ' Тип ноутбука ', 'parameter': ' Для работы и учебы '}, {'name': ' Диагональ дисплея ', 'parameter': ' 15.6"" '}, {'name': ' Разрешение ', 'parameter': ' 1920х1080 (FullHD) '}, {'name': ' Поверхность экрана ', 'parameter': ' антибликовое покрытие '}, {'name': ' Тип матрицы ', 'parameter': ' IPS '}, {'name': ' Поколение процессора Intel ', 'parameter': ' 7-th generation '}, {'name': ' Процессор ', 'parameter': ' Intel Core i3 7020U (2.3 ГГц) '}, {'name': ' Количество ядер процессора ', 'parameter': ' 2 '}, {'name': ' Тип оперативной памяти ', 'parameter': ' DDR4 '}, {'name': ' Объем оперативной памяти ', 'parameter': ' 8 ГБ '}, {'name': ' Типы внутренних накопителей ', 'parameter': ' SSD '}, {'name': ' Объем SSD ', 'parameter': ' 512 ГБ '}, {'name': ' Оптический привод ', 'parameter': ' No ODD '}, {'name': ' Кардридер ', 'parameter': ' Card-reader '}, {'name': ' Видеокарта ', 'parameter': ' NVIDIA GeForce MX110 '}, {'name': ' Объем встроенной видеопамяти ', 'parameter': ' 2 ГБ '}, {'name': ' Веб-камера ', 'parameter': ' WEB-Camera '}, {'name': ' Дополнительные возможности ', 'parameter': ' встроенный микрофон, стереодинамики '}, {'name': ' Беспроводные технологии ', 'parameter': ' Wi-Fi,  Bluetooth '}, {'name': ' Интерфейсы и подключения ', 'parameter': ' Комбинированный аудиоразъем,  2 x USB 2.0,  1 х USB 3.2,  USB 3.2 Type-C '}, {'name': ' Операционная система ', 'parameter': ' без операционной системы '}, {'name': ' Емкость батареи ', 'parameter': ' 2 cell '}, {'name': ' Ширина ', 'parameter': ' 360.2 мм '}, {'name': ' Высота ', 'parameter': ' 22.9 мм '}, {'name': ' Глубина ', 'parameter': ' 234.9 мм '}, {'name': ' Вес ', 'parameter': ' 1.8 кг '}, {'name': ' Цвет ', 'parameter': ' серый '}, {'name': 'Примечание', 'parameter': 'Производитель может менять свойства, характеристики, внешний вид и комплектацию товаров без предварительного уведомления'}]"
Ноутбук Lenovo V14 (82C6005ERA),Lenovo,U0465276,13965.00,10,https://www.itbox.ua/imgproxy/9Z0RTir0xUKMG0_6d52U0Yv7-4r4gH9erfY0ajoepoM/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzJiaWcuanBn.jpg,"['https://www.itbox.ua/imgproxy/9Z0RTir0xUKMG0_6d52U0Yv7-4r4gH9erfY0ajoepoM/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzJiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/aqfMxiAWlNfO2niWGYFUEVu7EjaBEtU1QgLgsg_Ux8I/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzdiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/lKqqdb102PFqt4RiJJL6OkZJq_wN0UC1dy8XPZn1hOA/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzNiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/qkjYLfIAYCdsPsjwvGUWGj-PLP5Uprm6Y-8qVeJieNk/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2X2JpZy5qcGc.jpg', 'https://www.itbox.ua/imgproxy/jvy8pwof6y2VQGp7oUckXn-u3UZme9cc9r6pMan5518/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzhiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/eSbWPypk9GeY91lgaqpUIHVd-sGp-sJ9lkacr96VTgs/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzRiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/PUMsMTusiZtswaJW8BwKQy-0EHUz7_QWraLTioFFcOc/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzZiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/iclCckjaY06swDw9dpFOoy7TrJ1OKM__5hnME2WbZjg/fit/0/0/sm/0/aHR0cHM6Ly9pbWc2Lml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy82L1UwNDY1Mjc2XzViaWcuanBn.jpg']"," <p>Ваш помощник в делах</p><p>Независимо от того, работаете ли вы с электронными таблицами, проводите сеанс конференц-связи, управляете файлами или решаете другие задачи, 14-дюймовый ноутбук Lenovo V14 эффективно удовлетворит любые ваши потребности. Созданный для повышения эффективности вашей работы и обеспечения безопасности хранения данных, он станет для вас надежным деловым партнером. А благодаря его тонкой и изящной конструкции с узкими рамками дисплея вы всегда будете выглядеть элегантно и профессионально.</p><p>Новый уровень мощности и безопасности (Опционально)</p><p>Возможность работы с двумя накопителями и опциональная дискретная видеокарта NVIDIA® способствуют повышению производительности, а встроенный микрокод (модуль Trusted Platform Module (TPM) 2.0) обеспечивает безопасность работы, шифруя данные и пароли.</p><p>Стильный внешний вид</p><p>Современный дизайн этого изящного ноутбука стального серого цвета придает ему превосходный внешний вид, впечатление от которого усиливается благодаря опциональной отделке по технологии IMR (in-mold rolling) с текстурированными линиями. Тонкий корпус устройства очень удобен для путешествий. Опциональный 14-дюймовый дисплей стандарта FHD (1920 x 1080) обеспечивает фантастическую яркость цветов и четкость видео, изображений и текста. Все его преимущества стали еще заметнее благодаря более узким рамкам.</p><p>Максимальная надежность</p><p>Мы провели серию тестов на надежность и прочность в экстремальных условиях: испытания на устойчивость к ударам, виброустойчивость, работоспособность клавиатуры, выносливость петель, надежность вентилятора, защиту панелей от царапин, защиту от перепадов температур и повышенного давления. Этот ноутбук готов к работе в любых условиях, с которыми сталкивается ваш бизнес.</p><p>Ваш ассистент в организационной работе (Опционально)</p><p>На ноутбуке Lenovo V14 установлена операционная система Windows 10 Pro с персональным помощником Cortana. Вам больше не придется тратить время на поиски нужных документов и фотографий или держать в голове список встреч — об этом позаботится Cortana! Благодаря интеграции Cortana с календарем возможен поиск документов не только по названию, но и по имени коллеги, вместе с которым вы работали над файлом, а также по времени работы.</p> ",Ноутбуки,1,https://www.itbox.ua/ru/product/Noutbuk_Lenovo_V14_82C6005ERA-p614364/,"[{'name': ' Серия (модельный ряд) ', 'parameter': ' Lenovo V '}, {'name': ' Тип ноутбука ', 'parameter': ' Для работы и учебы '}, {'name': ' Диагональ дисплея ', 'parameter': ' 14"" '}, {'name': ' Разрешение ', 'parameter': ' 1920х1080 (FullHD) '}, {'name': ' Поверхность экрана ', 'parameter': ' антибликовое покрытие '}, {'name': ' Тип матрицы ', 'parameter': ' TN+film '}, {'name': ' Процессор ', 'parameter': ' AMD Ryzen 3 3250U (2.6-3.5GHz) '}, {'name': ' Количество ядер процессора ', 'parameter': ' 2 '}, {'name': ' Тип оперативной памяти ', 'parameter': ' DDR4 '}, {'name': ' Объем оперативной памяти ', 'parameter': ' 8 ГБ '}, {'name': ' Типы внутренних накопителей ', 'parameter': ' SSD '}, {'name': ' Объем SSD ', 'parameter': ' 512 ГБ '}, {'name': ' Оптический привод ', 'parameter': ' No ODD '}, {'name': ' Кардридер ', 'parameter': ' Card-reader '}, {'name': ' Видеокарта ', 'parameter': ' AMD Radeon Graphics '}, {'name': ' Веб-камера ', 'parameter': ' WEB-Camera '}, {'name': ' Аудиосистема ', 'parameter': ' High Definition Audio '}, {'name': ' Дополнительные возможности ', 'parameter': ' встроенный микрофон, стереодинамики '}, {'name': ' Беспроводные технологии ', 'parameter': ' Wi-Fi,  Bluetooth '}, {'name': ' Интерфейсы и подключения ', 'parameter': ' HDMI,  1 х USB 2.0,  2 x USB 3.0,  Комбинированный аудиоразъем '}, {'name': ' Операционная система ', 'parameter': ' DOS '}, {'name': ' Емкость батареи ', 'parameter': ' 35 Втч '}, {'name': ' Особенности ', 'parameter': ' TPM модуль '}, {'name': ' Ширина ', 'parameter': ' 327.1 мм '}, {'name': ' Высота ', 'parameter': ' 19.9 мм '}, {'name': ' Глубина ', 'parameter': ' 241 мм '}, {'name': ' Вес ', 'parameter': ' 1.6 кг '}, {'name': ' Цвет ', 'parameter': ' серый '}, {'name': 'Примечание', 'parameter': 'Производитель может менять свойства, характеристики, внешний вид и комплектацию товаров без предварительного уведомления'}]"
Ноутбук Vinga Iron S140 (S140-P508256G),Vinga,U0377713,11999.00,10,https://www.itbox.ua/imgproxy/nCC-kEPnyWfjodw96YmSCnykCtF0_9PPKdpWzjg-oNo/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzXzZiaWcuanBn.jpg,"['https://www.itbox.ua/imgproxy/nCC-kEPnyWfjodw96YmSCnykCtF0_9PPKdpWzjg-oNo/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzXzZiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/eX0Q772FS8ESxlWWj43ifxvPA6y_3Tf6YPBSA6t_wjU/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzXzdiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/JOjaEHCoTP7SE28gR5FwHdNgCsR5SoXT-hRqjS2Wcxw/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzXzJiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/NsFw-m1wdk8rhbaYhyvOVx8hOSlDKvW7uw0CQBwXmsA/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzXzViaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/lh7T5D_AbH42WCr2I4n5drAw2nVRPgBdzodI8F6EdHg/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzXzRiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/723k89urIXkq832tqjxl8Wv69lG39RgDhm5AO_rAs3s/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzXzNiaWcuanBn.jpg', 'https://www.itbox.ua/imgproxy/1lEbwUOjwITUyUGDCoqs91vFyzfvjSfrrTENlp9oC5I/fit/0/0/sm/0/aHR0cHM6Ly9pbWczLml0Ym94LnVhLzEwMjR4MTAyNC9wcm9kX2ltZy8zL1UwMzc3NzEzX2JpZy5qcGc.jpg']"," <p>Ноутбук <b>Vinga Iron S140 (S140-P508256G)</b> — надежное компьютерное устройство в металлическом корпусе серого цвета. Нужен мощный лэптоп для работы? Тогда эта модель вам идеально подойдет! Диагональ монитора — 14"". IPS экран качественно отображает видео с разрешением 1920 х 1080 (FullHD). Высокопроизводительный и при этом энергоэффективный процессор Intel Pentium N5000 с частотой до 2.7 ГГц без сбоев выполняет быструю обработку больших объемов данных. Кроме того, возможность эксплуатировать требовательное ПО обеспечивается эффективным модулем оперативной памяти на 8 ГБ.</p><p>Размер встроенной памяти SSD составляет 256 ГБ. Модель поддерживает технологии беспроводной передачи данных Wi-Fi (2.4 и 5 Ггц) и Bluetooth. В корпусе имеются порты USB (2.0 и 3.0), а также комбинированный аудио-разъем и гнездо под miniHDMI. Высокое качество голосовой связи и видео-звонков обеспечивается встроенной веб-камерой на 2 мегапикселя, а также стерео микрофоном. Стереодинамики передают достаточно чистый звук — без тресков и иных дефектов.</p><p>Благодаря высокой чувствительности тачпада вы сможете с комфортом работать на лэптопе даже без подключения внешних координатных приспособлений для управления курсором. Производитель оснастил ее дополнительно сканером отпечатка пальца. Таким образом, вы можете оставлять устройство на месте работы без присмотра, не опасаясь, что кто-то получит доступ к хранящимся на нем файлам. Плюс вы будете экономить время при каждом включении - просто приложив палец, вместо введения пароля.</p><p>Клавиатура оборудована подсветкой, поэтому для работы в ночное время суток вам совсем необязательно включать свет в помещении: кнопки будут хорошо видны и без этого. Батареи емкостью 7.4V 5000mAh хватает на 6 часов работы, когда она полностью заряжена. Несмотря на то, что главным материалом для изготовления корпуса послужил алюминий , ноутбук весит всего лишь 1380 грамм. Кроме того, он является весьма компактным: 22.2 см в глубину, 33.2 см в ширину и до 1.4 см в толщину.</p><p>Vinga Iron S140 поставляется без предустановленной операционной системы. </p> ",Ноутбуки,1,https://www.itbox.ua/ru/product/Noutbuk_Vinga_Iron_S140_S140-P508256G-p578051/,"[{'name': ' Серия (модельный ряд) ', 'parameter': ' Vinga Iron '}, {'name': ' Тип ноутбука ', 'parameter': ' Бизнес '}, {'name': ' Диагональ дисплея ', 'parameter': ' 14"" '}, {'name': ' Разрешение ', 'parameter': ' 1920х1080 (FullHD) '}, {'name': ' Поверхность экрана ', 'parameter': ' глянцевая '}, {'name': ' Тип матрицы ', 'parameter': ' IPS '}, {'name': ' Процессор ', 'parameter': ' Intel Pentium N5000 (1.1 - 2.7 ГГц) '}, {'name': ' Количество ядер процессора ', 'parameter': ' 4 '}, {'name': ' Тип оперативной памяти ', 'parameter': ' DDR4 '}, {'name': ' Объем оперативной памяти ', 'parameter': ' 8 ГБ '}, {'name': ' Типы внутренних накопителей ', 'parameter': ' SSD '}, {'name': ' Объем SSD ', 'parameter': ' 256 ГБ '}, {'name': ' Оптический привод ', 'parameter': ' No ODD '}, {'name': ' Кардридер ', 'parameter': ' Card-reader '}, {'name': ' Видеокарта ', 'parameter': ' Intel UHD Graphics 605 '}, {'name': ' Веб-камера ', 'parameter': ' WEB-Camera 2 MP '}, {'name': ' Дополнительные возможности ', 'parameter': ' встроенный микрофон, стереодинамики '}, {'name': ' Беспроводные технологии ', 'parameter': ' Dual-Band Wi-Fi,  Bluetooth '}, {'name': ' Интерфейсы и подключения ', 'parameter': ' miniHDMI,  Комбинированный аудиоразъем,  1 x USB 3.0,  1 х USB 2.0 '}, {'name': ' Операционная система ', 'parameter': ' без операционной системы '}, {'name': ' Емкость батареи ', 'parameter': ' 7.4V 5000mAh '}, {'name': ' Заявленное время работы (часов) ', 'parameter': ' 6 '}, {'name': ' Особенности ', 'parameter': ' сканер отпечатков пальцев,  подсветка клавиатуры,  металлический корпус '}, {'name': ' Ширина ', 'parameter': ' 332 мм '}, {'name': ' Высота ', 'parameter': ' 14 мм '}, {'name': ' Глубина ', 'parameter': ' 222 мм '}, {'name': ' Вес ', 'parameter': ' 1.38 кг '}, {'name': ' Цвет ', 'parameter': ' серый '}, {'name': ' Штрихкод ', 'parameter': ' 4823093311176 '}, {'name': 'Примечание', 'parameter': 'Производитель может менять свойства, характеристики, внешний вид и комплектацию товаров без предварительного уведомления'}]"
